,emdd,fosslim,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,scenario_pop_gdp,scenario_sigma,t2xco2_dist,t2xco2_index
13720,0.1989120996625512,10047.31255736546,0.0,2.0,1.0,3.0,2.0,0.0,123.0
13723,0.0780415440308206,9305.26956460171,0.0,2.0,0.0,2.0,0.0,1.0,369.0
13729,0.1401558404081204,8160.164929343459,1.0,2.0,0.0,1.0,0.0,1.0,571.0
13738,0.024963984978323,6724.636412673239,0.0,1.0,0.0,0.0,2.0,1.0,933.0
13742,0.0519708250991535,5149.018481866173,1.0,0.0,1.0,2.0,2.0,1.0,957.0
13747,0.4212269651061994,4175.2307004376535,1.0,0.0,0.0,4.0,1.0,0.0,380.0
13749,0.483594953514388,8466.11554417128,1.0,0.0,0.0,3.0,2.0,1.0,972.0
13750,0.2012083156597783,9913.561626582969,1.0,0.0,0.0,1.0,1.0,0.0,913.0
13753,0.2170915912497107,12959.199161409775,1.0,0.0,0.0,4.0,2.0,1.0,58.0
13761,0.0610513266375689,11544.961343273022,0.0,1.0,0.0,1.0,1.0,0.0,231.0
13763,0.1970328145787315,12576.399303376196,0.0,0.0,0.0,3.0,1.0,2.0,221.0
13770,0.4413611499008953,8227.276545624878,0.0,0.0,0.0,1.0,2.0,0.0,402.0
13772,0.5395269220294684,10693.08135924496,1.0,0.0,0.0,0.0,1.0,2.0,541.0
13778,0.2359150754864012,4690.388709564453,0.0,2.0,0.0,3.0,2.0,2.0,109.0
13795,0.1580856210320013,5917.02267756708,0.0,1.0,0.0,5.0,1.0,2.0,550.0
13797,0.0431171611755313,4433.433119930866,0.0,1.0,0.0,4.0,1.0,0.0,926.0
13806,0.1738036606958215,9379.099767027066,0.0,0.0,0.0,4.0,1.0,2.0,901.0
13807,0.2916214039290517,7950.190176547488,1.0,0.0,0.0,2.0,1.0,2.0,518.0
13808,0.1765826449880432,8099.502341179083,0.0,2.0,0.0,4.0,2.0,1.0,995.0
13812,0.2226019432509531,8114.918960387409,0.0,0.0,0.0,5.0,0.0,2.0,310.0
13826,0.2884682079311693,12080.041892080764,1.0,2.0,0.0,3.0,1.0,0.0,329.0
13828,0.272348486171961,4319.623159992083,1.0,1.0,0.0,2.0,0.0,1.0,176.0
13830,0.116146124048087,11301.297122060094,0.0,1.0,0.0,2.0,2.0,0.0,334.0
13846,0.1504263147401227,4482.946056211708,1.0,0.0,0.0,1.0,1.0,1.0,9.0
13856,0.2518041715124149,4725.908209530602,1.0,1.0,0.0,1.0,1.0,0.0,112.0
13861,0.10773547804034,13448.65860718295,0.0,1.0,0.0,1.0,2.0,1.0,345.0
13871,0.5030026005071795,12555.779047753083,0.0,1.0,0.0,0.0,0.0,2.0,257.0
13879,0.5637347261248957,5311.997257978561,0.0,1.0,0.0,3.0,2.0,0.0,637.0
13887,0.1028245948050569,8900.64221020602,0.0,1.0,0.0,1.0,2.0,1.0,8.0
13891,0.5168521002483548,9366.314786055103,0.0,2.0,0.0,0.0,1.0,1.0,706.0
13914,0.2080387179494022,7312.314086372511,1.0,2.0,0.0,2.0,2.0,0.0,136.0
13920,0.002189363619622,7925.748688677701,1.0,1.0,0.0,5.0,1.0,0.0,496.0
13921,0.4291279896850317,6078.444414631891,1.0,1.0,0.0,1.0,1.0,1.0,844.0
13922,0.3799712638630189,9826.489844166555,0.0,2.0,0.0,1.0,2.0,1.0,615.0
13931,0.45490019681359,5370.478027222751,0.0,0.0,0.0,5.0,2.0,0.0,18.0
13958,0.0190847730372795,7160.111930886448,1.0,2.0,0.0,1.0,1.0,0.0,821.0
13978,0.3743649465528894,10457.629146975723,1.0,0.0,0.0,3.0,0.0,1.0,284.0
13979,0.1329406621177203,5437.03267512901,1.0,1.0,0.0,0.0,0.0,2.0,894.0
13990,0.0610768254352848,11280.119923488008,0.0,1.0,0.0,1.0,2.0,1.0,582.0
14000,0.2371099328377739,12249.4424689838,1.0,1.0,0.0,3.0,0.0,0.0,426.0
14013,0.0741685698152486,10383.603085887597,1.0,1.0,0.0,0.0,2.0,1.0,139.0
14020,0.2121789137650487,11813.844926687329,0.0,0.0,0.0,5.0,2.0,0.0,158.0
14021,0.0601370119510958,13426.009166591102,1.0,1.0,0.0,1.0,2.0,1.0,222.0
14029,0.2650787351243955,12883.685392427988,1.0,0.0,0.0,2.0,2.0,0.0,469.0
14031,0.1243738743092182,5024.305840808733,0.0,1.0,0.0,2.0,0.0,2.0,859.0
14035,0.0829143425948725,4679.521679532953,1.0,0.0,1.0,4.0,1.0,2.0,597.0
14037,0.066962000845497,6656.230363592512,1.0,2.0,0.0,1.0,1.0,0.0,471.0
14041,0.2076972083707589,6690.967005517046,1.0,0.0,0.0,3.0,2.0,2.0,703.0
14050,0.0417414318734805,10744.538442381188,0.0,2.0,0.0,2.0,1.0,0.0,75.0
14052,0.5039574543920985,11552.838026027315,0.0,1.0,1.0,0.0,1.0,2.0,777.0
14053,0.2298541107202968,7116.770066188404,0.0,2.0,1.0,3.0,2.0,1.0,228.0
14073,0.1113019753226111,8678.634799508418,0.0,0.0,0.0,3.0,0.0,2.0,890.0
14076,0.0948619027392848,9603.588460405474,0.0,2.0,0.0,3.0,2.0,0.0,581.0
14087,0.4647364498924741,6939.525148026281,0.0,2.0,0.0,2.0,2.0,2.0,109.0
14105,0.4130370812128655,10727.336630780324,1.0,2.0,0.0,4.0,0.0,0.0,562.0
14108,0.592708806801178,4124.354376991069,1.0,1.0,0.0,3.0,1.0,1.0,561.0
14118,0.3553522979919417,8723.969900551663,1.0,2.0,0.0,3.0,1.0,0.0,488.0
14122,0.3532086081131124,6253.135898567084,1.0,2.0,1.0,4.0,2.0,2.0,415.0
14125,0.4245857370024193,5379.789251121263,0.0,0.0,0.0,3.0,2.0,2.0,23.0
14130,0.348127672916878,13320.232730955971,0.0,0.0,0.0,3.0,1.0,0.0,732.0
14135,0.0579574724083691,6492.910742978751,0.0,1.0,1.0,2.0,0.0,1.0,413.0
14136,0.0346176104197641,7805.381665641912,1.0,2.0,0.0,3.0,0.0,0.0,481.0
14161,0.0949092514936541,13338.775921391947,1.0,1.0,0.0,4.0,2.0,0.0,1.0
14168,0.032665449339715,6519.35936349439,0.0,1.0,1.0,4.0,2.0,0.0,787.0
14198,0.3295967648916651,6856.451398982032,0.0,0.0,0.0,2.0,0.0,1.0,824.0
14212,0.0076468633855956,7947.303794840535,0.0,0.0,0.0,2.0,1.0,2.0,690.0
14215,0.4282556844469845,5251.105672411317,1.0,2.0,0.0,4.0,1.0,2.0,873.0
14218,0.0969576053101661,13185.629881267369,1.0,2.0,0.0,3.0,0.0,0.0,153.0
14222,0.1123223226859102,11181.165852788934,1.0,1.0,0.0,5.0,2.0,0.0,150.0
14234,0.4658853737869809,12722.327948294702,1.0,1.0,0.0,3.0,2.0,2.0,133.0
14236,0.4303454658727826,8591.685981849529,1.0,2.0,0.0,2.0,1.0,2.0,144.0
14264,0.0456626789141328,13351.364923630446,1.0,2.0,0.0,0.0,0.0,0.0,949.0
14287,0.2922496513148307,6486.543370188381,1.0,2.0,0.0,0.0,2.0,0.0,122.0
14290,0.5936008846665942,11717.436348428955,0.0,1.0,0.0,0.0,0.0,0.0,867.0
14294,0.5725440099030358,4971.060325509218,1.0,2.0,0.0,0.0,2.0,0.0,843.0
14298,0.2407262629939516,9895.020857450329,1.0,1.0,0.0,5.0,2.0,1.0,486.0
14307,0.0864279718533591,6064.522085341598,1.0,0.0,0.0,0.0,2.0,0.0,452.0
14320,0.0524231275105301,13567.250007063649,0.0,2.0,0.0,4.0,0.0,2.0,878.0
14326,0.2842565041514933,4675.745737880205,0.0,0.0,0.0,5.0,1.0,0.0,843.0
14335,0.1279653155427579,13277.661462979544,0.0,1.0,0.0,2.0,1.0,2.0,637.0
14338,0.1649786854784596,10088.319182475414,1.0,0.0,0.0,5.0,1.0,2.0,33.0
14342,0.3267527166193494,12268.864408426589,0.0,2.0,0.0,4.0,0.0,0.0,572.0
14345,0.4247710116314182,7245.530981716953,1.0,1.0,0.0,2.0,2.0,1.0,613.0
14347,0.3807352461005194,5690.7198905623545,0.0,0.0,0.0,2.0,2.0,1.0,373.0
14348,0.0549747070168791,4880.32974387847,0.0,1.0,0.0,4.0,1.0,1.0,270.0
14354,0.080249857843826,9648.678783484143,1.0,1.0,0.0,3.0,0.0,2.0,834.0
14358,0.2497446068750832,11987.875337909409,0.0,1.0,0.0,5.0,1.0,0.0,601.0
14364,0.1967197148699909,7557.929252675223,0.0,0.0,0.0,4.0,2.0,2.0,583.0
14376,0.1524868333713994,9341.283624087198,0.0,2.0,0.0,0.0,0.0,1.0,533.0
14382,0.3914690886843031,12549.337315879644,1.0,0.0,0.0,1.0,0.0,1.0,284.0
14385,0.2128382265193902,7282.059049411959,1.0,2.0,0.0,1.0,2.0,1.0,916.0
14405,0.0216456280582966,4058.2155478991576,1.0,2.0,0.0,3.0,0.0,1.0,528.0
14407,0.1517734940849821,11732.922266681042,1.0,0.0,0.0,4.0,2.0,1.0,755.0
14408,0.0960940366898622,6096.7846618941,0.0,2.0,0.0,4.0,1.0,0.0,603.0
14413,0.2417347603324912,5210.633312157166,1.0,2.0,0.0,3.0,1.0,0.0,795.0
14416,0.2647985341389859,7249.626687762961,1.0,0.0,0.0,4.0,0.0,2.0,392.0
14418,0.4029310551473579,8055.293861831184,0.0,2.0,0.0,4.0,0.0,2.0,144.0
14423,0.1565684530775805,10860.175850310536,0.0,0.0,1.0,2.0,2.0,0.0,23.0
14424,0.1454030386529784,6046.919551654787,0.0,1.0,0.0,3.0,2.0,1.0,685.0
14436,0.2087027792824134,10814.36281674524,1.0,1.0,0.0,2.0,2.0,1.0,532.0
14440,0.4690991715509199,12277.2672010819,0.0,0.0,0.0,3.0,0.0,1.0,239.0
14441,0.0779221577633972,12791.776252953878,1.0,0.0,0.0,0.0,0.0,2.0,328.0
14445,0.227776873955961,12656.72904185412,1.0,1.0,0.0,1.0,0.0,2.0,454.0
14448,0.3285761271884517,13501.687119358645,1.0,0.0,0.0,2.0,2.0,0.0,707.0
14452,0.4363460409532709,5269.294058094207,0.0,2.0,0.0,5.0,2.0,0.0,797.0
14454,0.168690992383754,12446.61558723628,0.0,2.0,1.0,5.0,2.0,1.0,987.0
14458,0.344254227142988,7659.168540507925,0.0,0.0,0.0,3.0,0.0,1.0,922.0
14466,0.0673032285522472,9921.5644983785,0.0,0.0,0.0,0.0,0.0,1.0,913.0
14470,0.432442831360901,7339.138298132371,0.0,1.0,0.0,5.0,1.0,0.0,987.0
14471,0.2790750773175079,4139.935003483357,1.0,1.0,0.0,5.0,1.0,1.0,866.0
14477,0.1640521760235102,8005.8501673031005,0.0,0.0,0.0,5.0,1.0,0.0,466.0
14482,0.0604876067561621,7482.217044162418,1.0,0.0,0.0,2.0,0.0,1.0,322.0
14494,0.0834777433414455,6470.11968521657,1.0,1.0,0.0,5.0,1.0,1.0,783.0
14500,0.0329666064424258,13370.42121136512,1.0,2.0,0.0,1.0,1.0,2.0,93.0
14511,0.3925655622701579,8480.06468570721,0.0,2.0,0.0,4.0,2.0,1.0,738.0
14512,0.3143807161246333,12740.5791972618,0.0,0.0,0.0,5.0,2.0,2.0,596.0
14515,0.0602413521773972,13272.285279365202,0.0,2.0,0.0,4.0,2.0,0.0,475.0
14521,0.5424432890222571,11435.160707536184,1.0,2.0,0.0,5.0,0.0,0.0,27.0
14527,0.1149994667172666,4069.704809859239,0.0,0.0,0.0,5.0,2.0,0.0,488.0
14528,0.0215443040794242,8000.88681524948,1.0,1.0,0.0,1.0,0.0,2.0,325.0
14534,0.2487115329438622,5420.738122218414,0.0,2.0,0.0,2.0,0.0,1.0,349.0
14536,0.4151760886782117,6444.682812897674,0.0,1.0,0.0,5.0,0.0,0.0,53.0
14543,0.4918482126178132,6185.63312362079,1.0,1.0,0.0,3.0,1.0,1.0,774.0
14551,0.0274630320270928,4531.122434642237,1.0,1.0,0.0,4.0,0.0,1.0,241.0
14559,0.0317327800030543,4085.0258495282255,0.0,1.0,0.0,5.0,0.0,2.0,130.0
14565,0.2784969227607367,10866.106435430052,1.0,0.0,0.0,1.0,2.0,0.0,354.0
14597,0.3546661258341813,6657.008196595616,0.0,2.0,0.0,3.0,1.0,0.0,138.0
14606,0.3070715727849903,8364.268725835293,0.0,0.0,0.0,5.0,1.0,1.0,447.0
14608,0.0852167731977198,12405.09159523229,0.0,1.0,0.0,3.0,0.0,2.0,933.0
14621,0.1708787854846804,9271.59568907589,0.0,2.0,0.0,4.0,1.0,2.0,428.0
14624,0.2342014459342694,13399.221222228958,0.0,1.0,0.0,5.0,2.0,2.0,968.0
14639,0.5742836257287236,7081.402292284873,1.0,2.0,0.0,3.0,1.0,0.0,337.0
14653,0.5422572820558761,7824.860501015048,1.0,0.0,0.0,1.0,0.0,0.0,770.0
14654,0.1128751441440215,11475.427649860248,0.0,0.0,0.0,1.0,2.0,2.0,815.0
14660,0.0331472392713302,8234.886235763097,1.0,0.0,1.0,5.0,0.0,2.0,819.0
14663,0.0463942507103814,5067.946034637052,0.0,2.0,0.0,0.0,2.0,0.0,644.0
14670,0.5931025536404912,12066.074160347644,1.0,1.0,0.0,0.0,0.0,2.0,251.0
14673,0.0301577512179664,6859.259568820151,0.0,2.0,0.0,2.0,0.0,1.0,169.0
14679,0.038194945642458,7892.799196016434,0.0,2.0,0.0,3.0,2.0,0.0,579.0
14689,0.1340757253536148,4357.588848273999,1.0,0.0,0.0,0.0,0.0,0.0,199.0
14706,0.5099970076658072,6239.38391983998,1.0,0.0,0.0,5.0,1.0,2.0,9.0
14711,0.4597004098227367,13031.844925615684,1.0,1.0,0.0,4.0,0.0,0.0,309.0
14715,0.2186322310974445,4481.927237437449,0.0,1.0,0.0,3.0,0.0,1.0,875.0
14719,0.1360814787879324,8792.078261775328,1.0,2.0,1.0,3.0,0.0,1.0,207.0
14721,0.3899051105103456,4491.986036729414,0.0,1.0,0.0,0.0,1.0,1.0,972.0
14725,0.2367483964752138,11230.646867504143,0.0,2.0,0.0,3.0,1.0,1.0,440.0
14728,0.0111488255801111,4363.90067351975,1.0,1.0,0.0,1.0,0.0,0.0,543.0
14730,0.5041132779661291,4645.956842231757,1.0,2.0,0.0,2.0,1.0,1.0,84.0
14731,0.1161025463659217,12201.226127097463,0.0,2.0,0.0,3.0,0.0,1.0,266.0
14735,0.108147129931418,4659.020537467166,0.0,0.0,0.0,5.0,0.0,1.0,41.0
14738,0.3247609423132747,10121.980566255246,0.0,0.0,0.0,5.0,1.0,2.0,575.0
14749,0.0197619491676809,12023.036819941204,0.0,2.0,0.0,1.0,0.0,2.0,505.0
14751,0.0745753746591101,13477.126028700226,0.0,0.0,1.0,5.0,1.0,1.0,131.0
14754,0.213542850772987,8878.788884460095,0.0,1.0,0.0,1.0,0.0,0.0,448.0
14757,0.3805776433464904,10973.405802645297,0.0,0.0,0.0,4.0,2.0,1.0,706.0
14761,0.072258636598895,9225.380288326349,0.0,2.0,0.0,0.0,0.0,0.0,354.0
14762,0.2070014466342228,11821.784593328764,0.0,0.0,0.0,1.0,0.0,2.0,626.0
14763,0.1529183060623944,11785.708513297262,0.0,0.0,0.0,1.0,2.0,1.0,450.0
14766,0.4726037774476538,10156.415733424044,1.0,1.0,0.0,2.0,1.0,2.0,695.0
14768,0.5738037129044637,7012.708074541073,0.0,2.0,0.0,2.0,0.0,0.0,621.0
14774,0.0409285019716225,5971.5153447177045,1.0,1.0,0.0,3.0,2.0,0.0,600.0
14776,0.3175822564338563,6702.941692945879,1.0,0.0,0.0,4.0,1.0,1.0,272.0
14779,0.0552793864472626,8046.7032012849,0.0,1.0,1.0,3.0,1.0,1.0,300.0
14791,0.1063189667438039,11009.405539373884,1.0,0.0,0.0,0.0,2.0,0.0,596.0
14796,0.0297965436440222,5950.807161308476,0.0,2.0,0.0,0.0,0.0,2.0,144.0
14806,0.2344628832456788,5879.708976353073,0.0,0.0,0.0,1.0,0.0,2.0,398.0
14810,0.468807891536157,6396.057168101561,0.0,2.0,0.0,5.0,0.0,2.0,305.0
14814,0.5645344674822741,6913.712913454769,0.0,1.0,0.0,3.0,2.0,0.0,970.0
14817,0.0368463973750664,12863.899190974136,1.0,1.0,1.0,2.0,1.0,2.0,187.0
14820,0.2983923412973014,11409.124899962226,1.0,2.0,0.0,4.0,1.0,0.0,276.0
14823,0.4896725126071769,4083.260698688008,1.0,2.0,1.0,1.0,1.0,2.0,415.0
14864,0.0108903189933299,10517.132125325608,0.0,0.0,1.0,2.0,1.0,1.0,248.0
14865,0.0336490755138087,7400.40401081527,0.0,0.0,0.0,2.0,1.0,2.0,454.0
14868,0.0100976451011591,10082.096215964924,1.0,1.0,0.0,2.0,1.0,1.0,310.0
14871,0.0876593484302425,6955.898392438683,1.0,2.0,0.0,2.0,0.0,1.0,863.0
14875,0.2540616801860402,6073.807255061828,0.0,2.0,0.0,0.0,1.0,2.0,118.0
14881,0.5027986740162914,10736.607780905204,1.0,1.0,0.0,4.0,2.0,2.0,637.0
14882,0.0235380726125006,7606.168458674623,0.0,0.0,0.0,2.0,1.0,1.0,284.0
14889,0.0837658457863914,8999.282614853093,0.0,0.0,0.0,1.0,1.0,2.0,535.0
14890,0.3251227233928093,10912.755698471396,0.0,1.0,0.0,0.0,0.0,0.0,834.0
14904,0.0400425647465785,6156.858188955444,1.0,0.0,0.0,5.0,2.0,1.0,886.0
14918,0.0287471937394599,5706.779981785854,0.0,1.0,0.0,4.0,2.0,1.0,934.0
14928,0.2701128473013829,12348.50805289432,0.0,1.0,0.0,4.0,0.0,1.0,893.0
14935,0.0537679769076201,6649.536336602068,0.0,2.0,0.0,0.0,2.0,0.0,548.0
14936,0.4330846090357191,13090.953663392153,0.0,1.0,0.0,4.0,1.0,2.0,463.0
14943,0.314561811421901,12521.113489748865,1.0,1.0,0.0,3.0,0.0,1.0,549.0
14951,0.5770528459357797,5171.43449528727,0.0,1.0,0.0,1.0,1.0,1.0,313.0
14953,0.0443399613214408,4648.588888977051,1.0,0.0,0.0,4.0,2.0,2.0,338.0
14956,0.1343962740979692,8503.223663500645,1.0,0.0,0.0,3.0,2.0,1.0,97.0
14984,0.1738167533364192,7050.1453945172025,1.0,0.0,1.0,3.0,1.0,2.0,950.0
14987,0.4785322570499269,12739.604601235991,0.0,2.0,0.0,4.0,1.0,1.0,389.0
14990,0.1176985589976562,6729.04796814662,1.0,0.0,0.0,4.0,0.0,0.0,657.0
14993,0.0875328047329792,13057.962811015392,0.0,2.0,0.0,3.0,1.0,0.0,338.0
15005,0.2653156941433198,12792.379467741934,1.0,0.0,0.0,3.0,0.0,0.0,138.0
15009,0.0125810849159365,7549.126786964904,0.0,1.0,0.0,1.0,2.0,2.0,326.0
15028,0.3258745154660689,8597.407057921615,0.0,2.0,0.0,0.0,2.0,0.0,107.0
15031,0.396050172886595,8986.49063345355,1.0,1.0,0.0,2.0,2.0,0.0,581.0
15039,0.0208272086398291,7886.197926980505,1.0,1.0,0.0,3.0,2.0,2.0,549.0
15054,0.0341565768462067,10970.10671562142,1.0,1.0,0.0,5.0,1.0,2.0,695.0
15068,0.1161852972577329,12289.9877140229,0.0,0.0,0.0,0.0,2.0,2.0,221.0
15081,0.5293871060632114,9825.2034398427,1.0,0.0,0.0,2.0,1.0,2.0,669.0
15089,0.4691840200030881,9390.65685494046,0.0,1.0,0.0,4.0,1.0,0.0,583.0
15094,0.3295047740887473,12015.878214448196,1.0,2.0,0.0,4.0,1.0,2.0,136.0
15107,0.5655178912778074,5474.208604963914,0.0,2.0,0.0,1.0,0.0,2.0,770.0
15117,0.5233736240917697,12907.174197944203,1.0,1.0,0.0,3.0,1.0,0.0,237.0
15123,0.5824618995803214,8851.408798567587,1.0,0.0,0.0,2.0,1.0,0.0,777.0
15129,0.3036185454602575,7049.863178869333,0.0,1.0,0.0,0.0,1.0,1.0,953.0
15151,0.0113205137313939,9439.087259291491,1.0,0.0,0.0,5.0,2.0,1.0,787.0
15153,0.029371064384285,4020.029492624182,0.0,2.0,0.0,2.0,2.0,2.0,704.0
15154,0.5565494291171428,6653.8772637283455,1.0,1.0,0.0,3.0,0.0,0.0,697.0
15159,0.4178033879409091,10408.75351277834,0.0,2.0,0.0,5.0,0.0,1.0,874.0
15179,0.1701905249902213,8602.105191736777,1.0,2.0,0.0,3.0,2.0,1.0,638.0
15196,0.136475368155757,4083.820600830967,1.0,2.0,0.0,4.0,2.0,2.0,428.0
15215,0.5265729757754569,10419.267405751874,1.0,1.0,0.0,2.0,2.0,0.0,0.0
15219,0.3463215119047415,7424.824045841367,1.0,2.0,0.0,0.0,0.0,2.0,726.0
15221,0.178389013627327,9030.59397101351,1.0,2.0,0.0,1.0,2.0,0.0,936.0
15223,0.1012576502224051,6938.972067990226,0.0,2.0,0.0,3.0,0.0,1.0,750.0
15227,0.1340848231083847,9833.58993702824,1.0,0.0,0.0,3.0,0.0,1.0,270.0
15234,0.4863561162934871,12514.282708780927,0.0,0.0,1.0,1.0,0.0,2.0,360.0
15235,0.1386512929942089,4701.946296359434,0.0,1.0,0.0,4.0,1.0,2.0,197.0
15236,0.2064634226906437,4882.355366880758,0.0,1.0,0.0,3.0,0.0,1.0,369.0
15239,0.1006272186366534,12753.97348795621,1.0,1.0,0.0,4.0,2.0,1.0,757.0
15242,0.0687874504080204,9789.248733609951,0.0,1.0,0.0,4.0,2.0,1.0,442.0
15245,0.1545500877200488,6820.78901060293,0.0,2.0,0.0,3.0,2.0,1.0,36.0
15250,0.1494009776154348,10187.544680315072,1.0,2.0,0.0,4.0,2.0,1.0,961.0
15257,0.08323833636708,10035.525021623094,0.0,2.0,0.0,2.0,0.0,0.0,542.0
15263,0.3576355985822806,12310.057327938628,1.0,2.0,0.0,1.0,2.0,2.0,647.0
15274,0.2755601580624269,9157.727448608975,0.0,0.0,0.0,1.0,2.0,2.0,669.0
15280,0.0365202833988074,13055.155150902085,0.0,1.0,0.0,5.0,2.0,2.0,287.0
15282,0.3612352225787424,6290.464560968472,1.0,1.0,0.0,0.0,2.0,1.0,549.0
15287,0.341214145917833,6586.35910361322,1.0,0.0,0.0,1.0,2.0,0.0,989.0
15297,0.2048260343620547,13297.304661270746,0.0,0.0,0.0,5.0,2.0,0.0,157.0
15303,0.2109896533423436,12542.62912986822,0.0,0.0,0.0,3.0,1.0,0.0,124.0
15308,0.0182667814056376,12390.717429566806,0.0,0.0,0.0,2.0,1.0,0.0,166.0
15312,0.3116454455340761,8143.66777030459,1.0,0.0,0.0,2.0,1.0,0.0,615.0
15314,0.1842524472962954,7083.484804776181,1.0,1.0,0.0,5.0,0.0,2.0,204.0
15317,0.2764335966493575,4896.552155417715,1.0,2.0,0.0,3.0,1.0,1.0,832.0
15318,0.3603690555913395,6361.85494416182,1.0,1.0,1.0,1.0,0.0,2.0,309.0
15329,0.0680303457954398,10343.652439700714,1.0,0.0,0.0,2.0,0.0,0.0,821.0
15370,0.409670354920948,6817.033254509042,0.0,0.0,0.0,3.0,1.0,1.0,413.0
15397,0.3579537537547431,4418.342563775663,0.0,1.0,0.0,1.0,1.0,0.0,767.0
15398,0.1094494995294006,9338.211158122824,1.0,2.0,0.0,3.0,2.0,1.0,883.0
15400,0.3792143462767806,12001.22320049548,0.0,2.0,0.0,0.0,0.0,1.0,393.0
15438,0.4517174464133632,11246.073362788424,0.0,2.0,0.0,2.0,2.0,1.0,640.0
15439,0.3552488543129669,12225.798196475198,1.0,1.0,0.0,3.0,2.0,2.0,293.0
15449,0.4861446616832228,4463.2578842946505,1.0,2.0,0.0,5.0,2.0,0.0,56.0
15456,0.2102764181873401,11407.832026655851,1.0,2.0,0.0,3.0,1.0,1.0,444.0
15469,0.4701931518683747,5892.073018411768,1.0,2.0,0.0,1.0,0.0,2.0,115.0
15471,0.5281098734626172,13369.744305680775,1.0,2.0,0.0,4.0,2.0,0.0,795.0
15475,0.0551389263631118,7929.391330371931,1.0,2.0,0.0,3.0,2.0,0.0,625.0
15476,0.1336739485583942,5780.135357736266,1.0,0.0,0.0,1.0,2.0,2.0,418.0
15483,0.0349947352885557,5496.537248817999,1.0,1.0,0.0,4.0,2.0,2.0,664.0
15493,0.013912871303632,10870.727480372683,1.0,0.0,0.0,3.0,1.0,2.0,100.0
15499,0.4123072600836493,12381.329266552824,0.0,1.0,1.0,2.0,2.0,2.0,739.0
15501,0.0964006203632213,11290.955653971818,1.0,2.0,0.0,0.0,0.0,1.0,304.0
15537,0.1328490341597646,10970.122945893614,1.0,1.0,1.0,3.0,0.0,1.0,413.0
15539,0.0304502534474953,6091.367352884848,0.0,1.0,0.0,5.0,1.0,1.0,442.0
15540,0.5464013209044087,4015.404585055589,0.0,0.0,0.0,3.0,2.0,1.0,284.0
15553,0.1367359407513011,8780.127868688678,0.0,0.0,0.0,2.0,1.0,2.0,901.0
15556,0.5888839421690881,13595.142198192676,0.0,1.0,0.0,5.0,2.0,0.0,237.0
15560,0.171679836656607,9593.328484578453,1.0,1.0,0.0,4.0,1.0,0.0,688.0
15565,0.1008783783061972,9590.047889563531,0.0,2.0,0.0,0.0,1.0,1.0,246.0
15569,0.3406586378551113,8049.460732772855,1.0,1.0,0.0,3.0,0.0,1.0,832.0
15572,0.1809954928269019,8642.619317676388,1.0,1.0,0.0,2.0,0.0,0.0,542.0
15574,0.5137130706492151,6328.099154134181,1.0,2.0,1.0,1.0,0.0,2.0,47.0
15577,0.1922731126055681,7608.537752425399,0.0,2.0,0.0,1.0,2.0,2.0,289.0
15581,0.1596082460706566,5692.578009938478,0.0,0.0,0.0,2.0,0.0,0.0,995.0
15584,0.0490028509692731,4121.867816266886,0.0,1.0,0.0,3.0,2.0,2.0,97.0
15590,0.0435809180180949,9649.749576637789,0.0,0.0,0.0,3.0,2.0,0.0,963.0
15597,0.3594583560292141,4765.012098469238,1.0,1.0,0.0,0.0,1.0,1.0,354.0
15606,0.1881815835081543,8234.09149117668,0.0,1.0,0.0,5.0,1.0,2.0,499.0
15607,0.3503386194630453,8911.594401502558,1.0,1.0,1.0,4.0,1.0,2.0,802.0
15634,0.0397228672193539,11513.049281977754,1.0,1.0,0.0,5.0,2.0,2.0,80.0
15647,0.5470002555663629,12839.2657126368,0.0,2.0,0.0,2.0,1.0,2.0,377.0
15649,0.0368756045175472,9425.398857040933,1.0,1.0,0.0,5.0,0.0,1.0,120.0
15654,0.1017857331338357,7197.23632960844,1.0,2.0,1.0,1.0,1.0,0.0,182.0
15660,0.014759994081383,9317.327496263162,1.0,1.0,0.0,2.0,2.0,2.0,140.0
15662,0.3791344370151289,6368.896420969617,0.0,1.0,0.0,2.0,2.0,2.0,719.0
15673,0.2039232815804671,7452.912310229478,1.0,2.0,0.0,1.0,0.0,2.0,890.0
15678,0.3269429681414891,6445.302874450132,1.0,1.0,0.0,5.0,0.0,0.0,954.0
15688,0.1646436700921634,10700.679797332072,0.0,2.0,0.0,3.0,0.0,0.0,56.0
15693,0.0757213342220692,11921.430567563064,1.0,2.0,0.0,3.0,2.0,0.0,36.0
15703,0.0437344876610497,11637.491753630708,1.0,2.0,1.0,3.0,1.0,1.0,978.0
15711,0.1257147282899214,4094.181775426271,1.0,1.0,0.0,5.0,2.0,0.0,815.0
15713,0.0429405753910795,12289.325639165629,1.0,1.0,0.0,5.0,1.0,2.0,289.0
15716,0.0230319320104866,11900.84153825761,1.0,0.0,0.0,1.0,2.0,2.0,611.0
15719,0.0411009237518494,8078.772990725376,0.0,0.0,0.0,3.0,2.0,0.0,196.0
15745,0.0919398834943117,7049.182015021588,0.0,1.0,0.0,5.0,1.0,1.0,983.0
15764,0.172191018019532,11595.772536623585,0.0,0.0,0.0,3.0,1.0,0.0,579.0
15768,0.1938667970218536,7792.42792245404,1.0,0.0,1.0,5.0,1.0,2.0,109.0
